1506909228249886720	2022-03-24	03:22:11	https://twitter.com/CNSAWatcher/status/1506909228249886720	https://pbs.twimg.com/media/FOmd88yXMAk_7xf.jpg	Tianwen1 Zhurong Mars Rover selfies BEFORE (5/19/2021) and AFTER (1/22/2022). The panels started to collect dusts, but still good enough for power demands. When there’s too much dusts, a built-in vibration mechanism will help clean the rover. Source:  https://t.co/BKsUpReZtj  https://t.co/1052OxSpTU
1506909228249886720	2022-03-24	03:22:11	https://twitter.com/CNSAWatcher/status/1506909228249886720	https://pbs.twimg.com/media/FOmd88yXMAk_7xf.jpg	Tianwen1 Zhurong Mars Rover selfies BEFORE (5/19/2021) and AFTER (1/22/2022). The panels started to collect dusts, but still good enough for power demands. When there’s too much dusts, a built-in vibration mechanism will help clean the rover. Source:  https://t.co/BKsUpReZtj  https://t.co/1052OxSpTU
1506904137044213765	2022-03-24	03:01:57	https://twitter.com/CNSAWatcher/status/1506904137044213765	https://pbs.twimg.com/ext_tw_video_thumb/1506904033168080901/pu/img/HvfMsh7J7oQ17dj-.jpg	This is what happens when you wring out a washcloth in space. A lot of fun experiments in micro gravity for young students in the second space class from Tiangong Space Station (CSS). Full 1-hour lecture HD:  https://t.co/j40X2KkgO1  https://t.co/UQKF5Ual3g
1506904137044213765	2022-03-24	03:01:57	https://twitter.com/CNSAWatcher/status/1506904137044213765	https://pbs.twimg.com/ext_tw_video_thumb/1506904033168080901/pu/img/HvfMsh7J7oQ17dj-.jpg	This is what happens when you wring out a washcloth in space. A lot of fun experiments in micro gravity for young students in the second space class from Tiangong Space Station (CSS). Full 1-hour lecture HD:  https://t.co/j40X2KkgO1  https://t.co/UQKF5Ual3g
1506173265919811585	2022-03-22	02:37:44	https://twitter.com/CNSAWatcher/status/1506173265919811585	https://pbs.twimg.com/ext_tw_video_thumb/1506173231333580800/pu/img/V_6y9UekjC6bVpWf.jpg	The last YF77 Hydrogen-Oxygen engine for Long March 5B Y4 rocket completed the 100s test run on March 21 by CASC No.6 institute. Long March 5 rockets with YF77 will launch another two experiment modules to Tiangong Space Station (CSS) later this year. HD:  https://t.co/NPenAHYG1H  https://t.co/SPvFUAALdj
1506173265919811585	2022-03-22	02:37:44	https://twitter.com/CNSAWatcher/status/1506173265919811585	https://pbs.twimg.com/ext_tw_video_thumb/1506173231333580800/pu/img/V_6y9UekjC6bVpWf.jpg	The last YF77 Hydrogen-Oxygen engine for Long March 5B Y4 rocket completed the 100s test run on March 21 by CASC No.6 institute. Long March 5 rockets with YF77 will launch another two experiment modules to Tiangong Space Station (CSS) later this year. HD:  https://t.co/NPenAHYG1H  https://t.co/SPvFUAALdj
1505953808266014721	2022-03-21	12:05:41	https://twitter.com/CNSAWatcher/status/1505953808266014721	https://pbs.twimg.com/ext_tw_video_thumb/1505953737457737737/pu/img/KAXJk-ZK53BRef_m.jpg	#MU5735 Our hearts with 132 CES Boeing 737-800 passengers &amp; crews🙏. Rescue Team and PLA Ground &amp; Air Force have entered the crash area for overnight rescue in Guangxi(广西). Debris spread all over and no sign of survivors yet disclosed. Families of casualties arriving in Guangxi  https://t.co/72VcJwmaN7
1505953808266014721	2022-03-21	12:05:41	https://twitter.com/CNSAWatcher/status/1505953808266014721	https://pbs.twimg.com/ext_tw_video_thumb/1505953737457737737/pu/img/KAXJk-ZK53BRef_m.jpg	#MU5735 Our hearts with 132 CES Boeing 737-800 passengers &amp; crews🙏. Rescue Team and PLA Ground &amp; Air Force have entered the crash area for overnight rescue in Guangxi(广西). Debris spread all over and no sign of survivors yet disclosed. Families of casualties arriving in Guangxi  https://t.co/72VcJwmaN7
1505074194681376769	2022-03-19	01:50:25	https://twitter.com/CNSAWatcher/status/1505074194681376769	https://pbs.twimg.com/media/FOMZAIeX0AEbfEy.jpg	📸 Clear traces and profile of Tianwen1 Zhurong Mars rover traveling in Utopia Planitia on Mars, captured by MRO Mars orbiter. Source:  https://t.co/CqYBo6HZbU  https://t.co/e3DbLh2fG4
1505074194681376769	2022-03-19	01:50:25	https://twitter.com/CNSAWatcher/status/1505074194681376769	https://pbs.twimg.com/media/FOMZAIeX0AEbfEy.jpg	📸 Clear traces and profile of Tianwen1 Zhurong Mars rover traveling in Utopia Planitia on Mars, captured by MRO Mars orbiter. Source:  https://t.co/CqYBo6HZbU  https://t.co/e3DbLh2fG4
